NORMAL_POLICY_total_distance_mean,NORMAL_POLICY_total_distance_std,NORMAL_POLICY_total_risk_mean,NORMAL_POLICY_total_risk_std,NORMAL_POLICY_max_risk_mean,NORMAL_POLICY_max_risk_std,NORMAL_POLICY_total_cost_mean,NORMAL_POLICY_total_cost_std,SAFE_MODE_POLICY_total_distance_mean,SAFE_MODE_POLICY_total_distance_std,SAFE_MODE_POLICY_total_risk_mean,SAFE_MODE_POLICY_total_risk_std,SAFE_MODE_POLICY_max_risk_mean,SAFE_MODE_POLICY_max_risk_std,SAFE_MODE_POLICY_total_cost_mean,SAFE_MODE_POLICY_total_cost_std,risk_reduction_pct,max_risk_reduction_pct,distance_increase_pct,cost_increase_pct
1.1,0.0,1.2,0.0,0.9,0.0,4.9,0.0,4.0,0.0,0.4,0.0,0.2,0.0,10.4,0.0,66.66666666666667,77.77777777777777,263.6363636363636,112.24489795918366
