method,ROC_AUC,detect_rate,FPR_star,delay_mean_steps
raw_nis,0.5604361519607843,0.9666666666666667,0.009583333333333333,63.55172413793103
ewma,0.8713002450980392,1.0,0.009583333333333333,63.53333333333333
cusum,0.9317908088235294,1.0,0.009583333333333333,65.6
